Name,Prem City,Prem State,Map color,Alt Telephone,Aphis Livestock Market Id,Contact,Mail City,Mail State,Mail Zip,Mailing Address,Name,Prem Address,Prem City,Prem State,Primary Telephone,Latitude (generated),Longitude (generated)
EBJ Livestock,Rice Lake,WI,Services Offered,,WI070,Joseph Weimert,Rice Lake,WI,54868,2390 23rd 1/2 Avenue,EBJ Livestock,2390 23rd 1/2 Avenue,Rice Lake,WI,,45.5028,-91.7332
Eastern Missouri Commission Company,Bowling Green,MO,Services Offered,,MO1054,Mike VanMaanen,Bowling Green,,63334,P.O. Box 97,Eastern Missouri Commission Company,16367 Business Hwy 61 N,Bowling Green,MO,(573)324-2295,39.342,-91.1951
Eastanollee Livestock,Eastanollee,GA,Services Offered,,GA1013,Mark Smith,Eastanollee,GA,30538,PO Box 309,Eastanollee Livestock,Eastanollee Livestock Rd.,Eastanollee,GA,(706)779-5944,34.5204,-83.2554
East Texas Livestock Inc.,Crockett,TX,Services Offered,,TX113,,Crockett,TX,75835,P.O. Box 757,East Texas Livestock Inc.,"State Hwy, 7",Crockett,TX,936-544-2246,31.318,-95.4576
East Tennessee Livestock Center,Sweetwater,TN,Services Offered,,TN134,Jennifer Houston,Sweetwater,TN,37874,2121 Hwy 11 North,East Tennessee Livestock Center,2121 Hwy 11 North,Sweetwater,TN,423-337-6186,35.6015,-84.461
East Mississippi Farmers Livestock Co,Philadelphia,MS,Services Offered,,MS038,Hugh Barrier,Philadelphia,MS,39350,12190 Pecan Avenue,East Mississippi Farmers Livestock Co,12190 Pecan Avenue,Philadelphia,MS,601-656-6732,32.7704,-89.1153
East Central Livestock Auction Inc.,Mora,MN,Services Offered,,MN1006,Ray Little,Mora,,55051,2028 Mahogany Street,East Central Livestock Auction Inc.,2028 Mahogany Street,Mora,MN,,45.8769,-93.2938
East Carolina Stockyard,Ayden,NC,Services Offered,919-745-2457,NC002,W. Bryan Hargett,Ayden,NC,28513,P.O. Box 351,East Carolina Stockyard,7835 Hwy 11 South,Ayden,NC,252-746-2457,35.4727,-77.4155
"Dyersville Sales Company, Inc.",Dyersville,IA,Services Offered,319-875-2481,IA065,Randy Hess,Dyersville,IA,52040,915 9th Street SE,"Dyersville Sales Company, Inc.",915 9th Street SE,Dyersville,IA,563-875-2481,42.4844,-91.1229
Duvall Livestock Market,Greensboro,GA,Services Offered,,GA1019,Jim Malcom,Greensboro,GA,30642,P.O.Box 112,Duvall Livestock Market,1101 Apalachee Avenue,Greensboro,GA,(706)543-7318,33.5757,-83.1824
Durflinger Livestock,Greentop,MO,Services Offered,,MO521,,Greentop,MO,63546,11673 US HWY 63,Durflinger Livestock,11673 US HWY 63,Greentop,MO,660-949-2673,40.347,-92.5691
Durant Stockyards,Durant,OK,Services Offered,,OK133,Jeff and Rebecca Hazaleus,Durant,OK,74701,2201 S. 9th Ave.,Durant Stockyards,2201 S. 9th Ave.,Durant,OK,580-924-1850,33.994,-96.3708
Duplin Marketing Company - Crete,Crete,NE,Services Offered,,NE207,Elizabeth Bolan,Crete,NE,68333,896 County Road 2250,Duplin Marketing Company - Crete,896 County Road 2250,Crete,NE,402-657-2128,40.6278,-96.9614
Duplin Marketing,Nevada,MO,Services Offered,,MO484,Cassy Trueblood,Nevada,MO,64772,P.O. Box 79,Duplin Marketing,22203 E. 54 Highway,Nevada,MO,417-465-7505,37.839,-94.3549
Duplin Marketing,Milan,MO,Services Offered,,MO505,Amanda Coffman,Milan,MO,63556,21757 Highway Y,Duplin Marketing,21757 Highway Y,Milan,MO,660-445-2053,40.2022,-93.1252
Dunlap Livestock Auction,Dunlap,IA,Services Offered,712-643-5761,IA063,Jim Schaben,Dunlap,IA,51529,701 West Highway 30,Dunlap Livestock Auction,701 Highway 30 West,Dunlap,IA,712-643-5761,41.8544,-95.6006
Double T Livestock Sales LLC,Liberty,KY,Services Offered,,KY1009,Timmy Murphy,Campbellsville,KY,42718,9915 Calvery Rd.,Double T Livestock Sales LLC,178 Aaron's Loop,Liberty,KY,(270)699-5787,37.3184,-84.9394
Double L Enterprises DBA NEMO's Small Animal Auction,Kirksville,MO,Services Offered,,MO1100,Daryle T Newsome Jr.,Novinger,MO,63559,19054 Billy Creek Trail,Double L Enterprises DBA NEMO's Small Animal Auction,24751 Dogwood Lane,Kirksville,MO,(660)216-1492,40.1948,-92.5832
Double K livestock sales,Sennett,NY,Services Offered,,NY1022,Kalan Kent        04/15/25,Sennett,NY,13021,3180 Turnpike Road,Double K livestock sales,3180 Turnpike Road,Sennett,NY,(315)253-3579,42.9948,-76.5327
Double J Livestock LLC,Dayton,VA,Services Offered,,VA070,"Barry Wilkens, Jr.",Dayton,VA,22821,4176 Silling Road,Double J Livestock LLC,4176 Silling Road,Dayton,VA,540-879-2855,38.4148,-78.9386
Double A Auction,Brewton,AL,Services Offered,,AL093,Roger Anderson,Brewton,AL,36427,325 Ag Science Drive,Double A Auction,325 Ag Science Drive,Brewton,AL,251-809-1906,31.1052,-87.0722
Dothan Livestock Auction,Dothan,AL,Services Offered,,AL019,Dallas Neel,Dothan,AL,36301,9711 Hwy. 231 South,Dothan Livestock Auction,9711 Highway 231 South,Dothan,AL,334-677-3361,31.2232,-85.3905
Dos Palos Y Auction Yard,Dos Palos,CA,Services Offered,209-769-4662,CA033,Joel Cozzi,Dos Palos,CA,93620,16575 South Highway 33,Dos Palos Y Auction Yard,16575 South Highway 33,Dos Palos,CA,209-769-4660,36.9861,-120.6266
Dominique's Stockyard -Opelousas Branch,Opelousas,LA,Services Offered,,LA038,Michael P. Dominique,Lafayette,LA,70502,P.O. Box 2159,Dominique's Stockyard -Opelousas Branch,2780 W Landry,Opelousas,LA,337-942-5661,30.5335,-92.0815
Dominique's Stockyard - Baton Rouge,Baton Rouge,LA,Services Offered,,LA010,Michael P. Dominique,Lafayette,LA,70502,P.O. Box 2159,Dominique's Stockyard - Baton Rouge,1462 Airline Highway,Baton Rouge,LA,225-356-5203,30.4507,-91.1546
Dinky's,Montgomery,IN,Services Offered,812-486-2880,IN173,Levi W. Raber,Montgomery,IN,47558,7464 E. 400 N.,Dinky's,9073 E. 550 N.,Montgomery,IN,812-486-2880,38.6625,-87.0461
Dills Livestock Auction,Camden Wyoming,DE,Services Offered,,DE006,Laura Pomatto,Camden Wyoming,DE,19934,501 Hollering Hill Rd,Dills Livestock Auction,501 Hollering Hill Rd,Camden Wyoming,DE,302-284-8405,39.1134,-75.5419
Dillon Livestock Auction,Dillon,MT,Services Offered,,MT1002,Barry or Danielle McCoy,Dillon,,59725,5747 Hwy 91 S.,Dillon Livestock Auction,5747 Hwy 91 S.,Dillon,MT,(406)683-2002,45.2164,-112.6378
Dickson Regional Livestock West,Huntingdon,TN,Services Offered,,TN1022,Carter H Cary,Erin,TN,37061,PO Box 269,Dickson Regional Livestock West,21860 East Main St.,Huntingdon,TN,(731)986-4522,36.0006,-88.4281
"Dickson Regional Livestock Center, Inc.",Dickson,TN,Services Offered,,TN027,Robert E. Parchman,Dickson,TN,37055,120 Livestock Road,"Dickson Regional Livestock Center, Inc.",120 Livestock Road,Dickson,TN,615-446-9066,36.1459,-87.3481
"Diamond RC Mule Sale, LLC",Kirksville,MO,Services Offered,,MO1039,David Robbins,Clark,,65243,20209 N Ponderosa Rd,"Diamond RC Mule Sale, LLC",2700 E Illinois St,Kirksville,MO,(660)956-6723,40.1948,-92.5832
Diamond RC Mule Sale Makeover Select Mule Sale,Springfield,MO,Services Offered,,MO1050,David Robbins,Clark,,65243,20209 North Ponderosa Road,Diamond RC Mule Sale Makeover Select Mule Sale,3001 North Grant Avenue,Springfield,MO,(660)956-6723,37.2153,-93.2983
"Dexter Livestock Commission, LLC",Dexter,NM,Services Offered,,NM041,Jerrod Harral,Dexter,NM,88230,274 East Darby Road,"Dexter Livestock Commission, LLC",274 East Darby Road,Dexter,NM,575-624-2697,33.1973,-104.373
"Dewart Livestock Market, Inc.",Watsontown,PA,Services Offered,,PA1014,Gina Fraley,Dewart,PA,17730,PO BOX 190,"Dewart Livestock Market, Inc.",2345 Turbot Avenue,Watsontown,PA,(570)538-9835,41.0845,-76.8631
Dennis Horse Sales,Andalusia,AL,Services Offered,,AL104,James Dennis,Andalusia,AL,36420,24000 AL Highway 55,Dennis Horse Sales,24000 AL Highway 55,Andalusia,AL,229-220-2707,31.3085,-86.4832
"Denison Livestock Auction, Inc.",Denison,IA,Services Offered,712-263-3149,IA057,"Ervin Pauley, Jr.",Denison,IA,51442,501 North 9th Street,"Denison Livestock Auction, Inc.",501 North 9th Street,Denison,IA,712-263-3149,42.0178,-95.3553
Delta Sales Yard,Delta,CO,Services Offered,,CO1004,Roy and Jolene Nelson,Delta,,81416,700 W 5th Street,Delta Sales Yard,700 W 5th Street,Delta,CO,(970)250-2086,38.7422,-108.069
"Delhi Livestock Auction, Inc.",Delhi,LA,Services Offered,,LA020,Mack Shelton,Delhi,LA,70633,P.O. Box 217,"Delhi Livestock Auction, Inc.",774 Highway 80 West,Delhi,LA,318-878-2394,32.4576,-91.4932
Delaware County Stockyards,Grove,OK,Services Offered,,OK160,Curtis Larmon & Nicky Simmons,Grove,OK,74344,35400 S. 620 Rd.,Delaware County Stockyards,35400 S. 620 Rd.,Grove,OK,918-791-3476,36.5937,-94.7691
Deer Run Auction,Adel,GA,Services Offered,,GA1010,Matthew Culpepper,Valdosta,GA,31601,4909 Sandy Hill Drive,Deer Run Auction,13496 Highway 76,Adel,GA,(229)560-0595,31.1371,-83.4235
Decorative Pinestraw dba Auction 41,Buena Vista,GA,Services Offered,,GA1016,Connie and Jim Rush,Buena Vista,GA,31803,4275 Hwy 41 N,Decorative Pinestraw dba Auction 41,4275 Hwy 41 N,Buena Vista,GA,(706)326-3549,32.319,-84.5171
Decorah Sales Commission,Decorah,IA,Services Offered,,IA055,Jesse Massman,Decorah,IA,52101,2123 Madison Road,Decorah Sales Commission,2123 Madison Road,Decorah,IA,563-382-4203,43.3033,-91.7857
Decorah NFO,Decorah,IA,Services Offered,,IA421,Rhonda Bakker,Decorah,IA,52101,2236 Town Line Road,Decorah NFO,2236 Town Line Road,Decorah,IA,563-382-9657,43.3033,-91.7857
Deckers Livestock Inc.,Milford,IL,Services Offered,,IL262,Bill Decker,Milford,IL,60953,105 S. Hamilton Street,Deckers Livestock Inc.,105 S. Hamilton Street,Milford,IL,,40.6284,-87.6961
Decatur Livestock Auction,Decatur,AR,Services Offered,,AR1009,Shawn Sperry,Decatur,,72722,P.O. Box159,Decatur Livestock Auction,8950 Highway 59 South,Decatur,AR,(479)752-8499,36.3359,-94.4608
Dearth Livestock,Belmont,WI,Services Offered,,WI072,Larry Dearth,Belmont,WI,53510,26725 State Rd 81,Dearth Livestock,26725 State Rd 81,Belmont,WI,,42.7384,-90.3342
"Davis Livestock Sales, Inc.",Gouverneur,NY,Services Offered,,NY073,Daniel Davis,Gouverneur,NY,13642,952 US Hwy 11,"Davis Livestock Sales, Inc.",952 US Hwy 11,Gouverneur,NY,,44.3367,-75.463
Daviess County Livestock Market,Gallatin,MO,Services Offered,,MO532,Troy Jennings,Gallatin,MO,64640,912 West Grand,Daviess County Livestock Market,912 West Grand,Gallatin,MO,660-663-2177,39.9148,-93.9622
"Danville Stockyard Company, LLC",Danville,VA,Services Offered,,VA069,Douglas Scholz,Danville,VA,24540,652 Livestock Road,"Danville Stockyard Company, LLC",652 Livestock Road,Danville,VA,434-264-1400,36.586,-79.395
Danville Auction LLC,,OH,Services Offered,,OH176,Albert Hershberger,Danville,OH,43014,15780 Body Road,Danville Auction LLC,15780 Body Road,,OH,740-599-6607,,
Daniels Sheep and Goat Sale,Howe,OK,Services Offered,,OK155,Stanley Daniels,Howe,OK,74940,18856 State Hwy 83,Daniels Sheep and Goat Sale,18856 State Hwy 83,Howe,OK,918-635-0876,34.9512,-94.6372
"Damascus Stockyards, LLC",Damascus,OH,Services Offered,,OH1006,heath davis,Middlefield,OH,44062,PO Box 523,"Damascus Stockyards, LLC",690 Valley Road,Damascus,OH,(440)685-4487,40.902,-80.9551
Daly Livestock,Le Roy,MN,Services Offered,507-324-5672,MN057,Kenneth Bill,Le Roy,MN,55951,10465 475th Ave.,Daly Livestock,10465 475th Ave.,Le Roy,MN,507-324-5672,43.54,-92.54
D&D Auction,Gans,OK,Services Offered,,OK1013,Dustin Baker,Gans,OK,74936,463971 hwy 141,D&D Auction,112322 S. 4690 Rd.,Gans,OK,(918)571-3757,35.389,-94.6922
"CYA Exchange LLC, dba Carrollton Livestock Auction",Carrollton,OH,Services Offered,,OH1002,Sarah E Kneuss,Carrollton,OH,44615,P.O.Box 548,"CYA Exchange LLC, dba Carrollton Livestock Auction",1011 North Lisbon Street,Carrollton,OH,(330)243-1108,40.5728,-81.0857
Cureton Livestock Market dba Fredericktown Auction Co.,Fredericktown,MO,Services Offered,,MO1057,Elizabeth Cureton,Fredericktown,MO,63645,PO Box 401,Cureton Livestock Market dba Fredericktown Auction Co.,Highway OO,Fredericktown,MO,(573)783-2144,37.5598,-90.294
"Culpeper Agricultural Enterprises, Inc.",Culpeper,VA,Services Offered,,VA014,Darcy Horner,Culpeper,VA,24124,P.O. Box 658,"Culpeper Agricultural Enterprises, Inc.",10220 James Monroe Highway,Culpeper,VA,540-547-2188,38.4732,-77.9967
Culpeper Agricultural Enterprises,Culpeper,VA,Services Offered,,*,*,Marshall,*,*,*,Culpeper Agricultural Enterprises,10220 James Monroe Highway,Culpeper,VA,*,38.4732,-77.9967
Cullman Stockyard Inc.,Cullman,AL,Services Offered,,AL018,Hoagy Parrish,Cullman,AL,35058,75 County Road 1339,Cullman Stockyard Inc.,75 County Road 1339,Cullman,AL,256-734-4531,34.1748,-86.8436
"Crossville Stockyard, LLC",Crossville,TN,Services Offered,,TN145,Dean Williams,Crossville,TN,38557,P.O. Box 2780,"Crossville Stockyard, LLC",79 Stock Barn Road,Crossville,TN,931-484-1447,35.949,-85.0269
Crossroads Buying Station,Greencastle,PA,Services Offered,,PA1001,Johnathan Good,Denver,PA,17517,522 School Road,Crossroads Buying Station,7195 Molly Pitcher Highway,Greencastle,PA,(717)222-0148,39.7904,-77.7278
Cross H Auction Company,Wagoner,OK,Services Offered,,OK1012,Bornc Hendricks,Wagoner,OK,74467,75649 S. Highway 69,Cross H Auction Company,75649 S. Highway 69,Wagoner,OK,,35.9595,-95.3694
Cropp Cooperative Buy Station,Cashton,WI,Services Offered,,WI076,Jeremy Mathes,Cashton,WI,30214,30214 Highway 27,Cropp Cooperative Buy Station,30214 Highway 27,Cashton,WI,,43.7419,-90.7793
"Creston Livestock Market, Inc.",Creston,IA,Services Offered,515-782-7025,IA052,Cody Frey,Creston,IA,50801,201 North Cherry Street,"Creston Livestock Market, Inc.",201 North Cherry Street,Creston,IA,515-782-7025,41.0586,-94.3613
Cresco Livestock Market LLC,Cresco,IA,Services Offered,,IA1012,Paul Kruger,Cresco,IA,52136,P.O. Box 296,Cresco Livestock Market LLC,825 W. Stock Avenue,Cresco,IA,(563)547-2980,43.3814,-92.1141
"Creighton Livestock Market, Inc.",Creighton,NE,Services Offered,,NE043,Joel Kumm,Creighton,NE,68729,P.O. Box 155,"Creighton Livestock Market, Inc.",1103 Peabody Ave.,Creighton,NE,402-358-3449,42.4667,-97.9062
Crawford Livestock Market,Crawford,NE,Services Offered,,NE222,Alicia Robertson,Crawford,NE,69339,100 Beech Street,Crawford Livestock Market,100 Beech Street,Crawford,NE,308-665-2220,42.683,-103.4127
CPC,Fountain Run,KY,Services Offered,,KY1008,Brian Celsor,Fountain Run,KY,42133,13196 Holland Road,CPC,98 Celsor Road,Fountain Run,KY,(270)681-6455,36.7153,-85.9658
Cox Livestock,Osgood,IN,Services Offered,,IN305,Ronnie Cox,Osgood,IN,47037,1014 W Cr 150 M,Cox Livestock,1014 W Cr 150 M,Osgood,IN,812-689-6912,39.1292,-85.2916
Cox Cattle Co,Puryear,TN,Services Offered,,TN151,Jeremy Cox,Puryear,TN,38251,5410 Hwy 140 E,Cox Cattle Co,5410 Hwy 140 E,Puryear,TN,731-247-5274,36.4442,-88.3343
Cow House Auction,Kirtland,NM,Services Offered,505-860-5084,NM040,Shane Hatch,Kirtland,NM,87417,4002 State Highway 64,Cow House Auction,4002 State Highway 64,Kirtland,NM,505-801-8393,36.7343,-108.3602
Covington Sale Barn,Covington,OK,Services Offered,,OK021,Roy Don May,Covington,OK,73730,211 W. Adams,Covington Sale Barn,211 W. Adams,Covington,OK,580-864-7458,36.3075,-97.5864
County Line Livestock Auction,Ratcliff,AR,Services Offered,,AR1018,Devin Robberson,Ratcliff,AR,72951,P.O. Box 280,County Line Livestock Auction,1165 W. Highway 22,Ratcliff,AR,,35.3084,-93.8835
Countryside Auction,Chandler,OK,Services Offered,,OK121,Wawyne Rozell Jr.,Chandler,OK,74834,108 East 1st,Countryside Auction,108 East 1st Street,Chandler,OK,405-615-7065,35.7017,-96.8809
Cottonwood Livestock Auction,Cottonwood,ID,Services Offered,208-962-3284,ID009,Dennis Rowland,Cottonwood,ID,83522,P.O. Box 178,Cottonwood Livestock Auction,2151 U.S. Hwy 95,Cottonwood,ID,208-962-3284,46.0485,-116.3496
Costa and Sons Livestock and Sales,Fairhaven,MA,Services Offered,,MA013,Richard Costa,Fairhaven,MA,02719,197 New Boston Road,Costa and Sons Livestock and Sales,197 New Boston Road,Fairhaven,MA,508-993-0661,41.6376,-70.9036
"Cortez Livestock Auction, Inc.",Cortez,CO,Services Offered,,CO1011,Ryan Greene,Cortez,CO,81321,23783 County Road M,"Cortez Livestock Auction, Inc.",23783 County Road M,Cortez,CO,(970)565-3456,37.3494,-108.5872
Corsica Horse Sales LLC,Corsica,SD,Services Offered,,SD1007,Pamela Petersen,Corsica,SD,57328,P.O. Box 281,Corsica Horse Sales LLC,38994 273rd. Street,Corsica,SD,(605)770-5813,43.4253,-98.4073
Cooper’s Virginia-Carolina Horse and Livestock Sales LLC,Danville,VA,Services Offered,,VA1005,Saul Cooper,Danville,VA,24540,652 Livestock Road,Cooper’s Virginia-Carolina Horse and Livestock Sales LLC,652 Livestock Road,Danville,VA,(434)825-3425,36.586,-79.395
"Cooper's Southwest City Auction Services, LLC.",Southwest City,MO,Services Offered,,MO1084,Denton Cooper,Westville,OK,74965,66018 South 4760 Road,"Cooper's Southwest City Auction Services, LLC.",1913 Route MM,Southwest City,MO,,36.5126,-94.6113
Coon Valley Auction Market,Coon Valley,WI,Services Offered,,WI012,John Nerison,Coon Valley,WI,54623,P.O. Box 399,Coon Valley Auction Market,E 5945 Highway 14-61,Coon Valley,WI,608-634-3107,43.7022,-91.0132
"Comanche Livestock Exchange, LLC",Comanche,TX,Services Offered,,TX011,Dean Cagle,Comanche,TX,76442,P.O. Box 117,"Comanche Livestock Exchange, LLC",7456 Hwy 67,Comanche,TX,325-356-5231,31.8974,-98.6037
"Comanche Livestock Auction, Inc",Comanche,OK,Services Offered,,OK098,Peyton Hale,Comanche,OK,73529,P.O. Box 238,"Comanche Livestock Auction, Inc",Co Rd E.W. 181 & Meridian Rd,Comanche,OK,580-439-8865,34.369,-97.9639
Columbus Sales Pavilion Inc.,Columbus,NE,Services Offered,,NE038,Travis A. Bock,Columbus,NE,68601,3928 West 8th Street,Columbus Sales Pavilion Inc.,3928 West 8th Street,Columbus,NE,402-564-3231,41.4296,-97.3684
Columbus Livestock Auction,Columbus,NM,Services Offered,,NM037,Kenneth Miller,Columbus,NM,88029,8980 Plata Ave Southwest,Columbus Livestock Auction,8980 Plata Ave Southwest,Columbus,NM,575-531-3620,31.8276,-107.64
Columbia Livestock Market,Lake City,FL,Services Offered,,FL010,John D. Willis,Lake City,FL,32025,4557 S. U.S. 441,Columbia Livestock Market,4557 S. U.S. 441,Lake City,FL,386-755-2300,30.1897,-82.6393
Collinsville Livestock Sales,Collinsville,OK,Services Offered,,OK1018,Tommy Salisbury,Collinsville,,74021,13810 North 113th East Ave.,Collinsville Livestock Sales,13810 N. 113th East Avenue,Collinsville,OK,,36.3645,-95.8389
Colfax Livestock Sales,Colfax,IA,Services Offered,,IA1008,Sarah Myers,Maxwell,,50161,66730 295th Street,Colfax Livestock Sales,335 N. Walnut Street,Colfax,IA,(515)674-3561,41.6778,-93.2452
Colby Livestock Auction,Colby,KS,Services Offered,,KS1021,Grace Tyler,Colby,KS,67701,125 S Country Club Dr,Colby Livestock Auction,125 S Country Club Dr,Colby,KS,(785)460-3231,39.3958,-101.0524
Col. Wayne's Auction Company,Cochran,GA,Services Offered,,GA1001,Wayne Chambkey,Cochran,GA,31027,290 Ash Street,Col. Wayne's Auction Company,290 Ash Street,Cochran,GA,(678)455-3105,32.3868,-83.3546
"Coffeyville Stockyards, LLC",Coffeyville,KS,Services Offered,,KS1025,Ryley Layton,Coffeyville,KS,67337,822 W 14th Street,"Coffeyville Stockyards, LLC",822 W 14th Street,Coffeyville,KS,(620)251-5460,37.0373,-95.6164
Coffee County Stockyard,New Brockton,AL,Services Offered,,AL1003,Todd Nichols,Andalusia,AL,36420,P.O Box 1023,Coffee County Stockyard,73 County Road 248,New Brockton,AL,(334)488-1139,31.3857,-85.9294
Cochran Cattle Buyers,McLain,MS,Services Offered,,MS104,Mike Cochran,McLain,MS,39456,68 Buffalo Road,Cochran Cattle Buyers,68 Buffalo Road,McLain,MS,601-525-6463,31.09,-88.76
CNY Auctions LLC,Romulus,NY,Services Offered,,NY1026,Reuben Zook,Interlaken,NY,14847,9409 LODI Covert Townline Rd,CNY Auctions LLC,2295 Yerkies rd,Romulus,NY,,42.7523,-76.8336
"CMS Livestock Auction, LLC",Wanette,OK,Services Offered,,OK148,Mark & Sherrie Forman,Wanette,OK,74878,37969 Fish Market Road,"CMS Livestock Auction, LLC",37969 Fish Market Road,Wanette,OK,,34.962,-97.0325
"Clovis Livestock, Inc.",Clovis,NM,Services Offered,,NM008,Charles Rogers,Clovis,NM,88101,504 South Hull Street,"Clovis Livestock, Inc.",504 South Hull Street,Clovis,NM,505-762-4422,34.4055,-103.2051
Clovis Livestock Auction DBA Clovis Horse Sale,Levelland,TX,Services Offered,,TX124,Steve Friskup,Clovis,NM,88101,PO Box 187,Clovis Livestock Auction DBA Clovis Horse Sale,2320 S. Highway 385,Levelland,TX,,33.5873,-102.378
Clinton Stockyards Inc.,Clinton,AR,Services Offered,,AR1017,Josh Linville,Fox,AR,72051,PO Box 123,Clinton Stockyards Inc.,1050 Hwy 65 North,Clinton,AR,,35.5915,-92.4604
Clinton Livestock Auction,Clinton,OK,Services Offered,,OK019,Blake Berry,Clinton,OK,73601,P.O. Box 1780,Clinton Livestock Auction,Highway 183 North,Clinton,OK,580-323-3031,35.5156,-98.9673
Clifton Livestock Commission LLC,Clifton,TX,Services Offered,,TX1006,Jared Hunt / Andy Lella / Billy Jack Cowart,Clifton,TX,76634,P.O. Box 306,Clifton Livestock Commission LLC,3199 Hwy 6,Clifton,TX,(254)675-7717,31.7824,-97.5767
Clay County Livestock Inc.,Lineville,AL,Services Offered,,AL047,Donald Eason,Lineville,AL,36266,1050 Airport Road,Clay County Livestock Inc.,1050 Airport Road,Lineville,AL,256-354-2276,33.3107,-85.7544
Clay County Goat & Poultry,Goodwater,AL,Services Offered,,AL094,Richard & Jean Askew,Goodwater,AL,35072,748 Clay County Road 91,Clay County Goat & Poultry,748 Clay County Road 91,Goodwater,AL,,33.0657,-86.0533
"Clay Center Livestock Sales, Inc.",Clay Center,KS,Services Offered,,KS1004,Mitch Langvardt,Clay Center,KS,67432,1774 Meadowlark Road,"Clay Center Livestock Sales, Inc.",1774 Meadowlark Road,Clay Center,KS,(785)632-5566,39.3769,-97.1247
Claxton Auction Co. LLC,Ruffin,SC,Services Offered,,SC1007,Cynthia L Claxton,Ruffin,SC,29475,18627 Low Country Hwy,Claxton Auction Co. LLC,18627 Low Country Hwy,Ruffin,SC,,33.0046,-80.8157
Clarinda Livestock Auction LLC,Clarinda,IA,Services Offered,712-542-3249 fax,IA041,John Anderson/Frank Hoepker,Clarinda,IA,51632,P.O. Box 163,Clarinda Livestock Auction LLC,1208 East Garfield,Clarinda,IA,712-542-3718,40.7419,-95.0383
Circle S Auction. LLC,Moville,IA,Services Offered,,IA466,Beaux Sargent,Moville,IA,51039,210 Fair Street,Circle S Auction. LLC,210 Fair Street,Moville,IA,712-229-1965,42.4888,-96.0724
Christiansburg Livestock Market,Christiansburg,VA,Services Offered,,VA1003,Stiles Carter Milton,Riner,VA,24162,P.O. Box 553,Christiansburg Livestock Market,870 Park Street,Christiansburg,VA,,37.1299,-80.4089
Christiansburg Livestock LLC,Christiansburg,VA,Services Offered,,*,Tanner Marshall,*,*,24325,1355 pilgrims trail,Christiansburg Livestock LLC,870 Park Street,Christiansburg,VA,*,37.1299,-80.4089
Christian County Stockyard LLC,Hopkinsville,KY,Services Offered,,KY142,Andy Scranton,Hopkinsville,KY,42241,P.O. Box 313,Christian County Stockyard LLC,3595 Cadiz Road,Hopkinsville,KY,270-885-3175,36.8658,-87.489
"Chickasha Meat Company, LLC",Chickasha,OK,Services Offered,,OK151,Albertus Buitenhuis,Chickasha,OK,73018,2401 County Street 2860,"Chickasha Meat Company, LLC",2401 County Street 2860,Chickasha,OK,405-224-1900,35.0526,-97.9364
Cherokee Sales Co. LLC dba Cherokee Sales Co.,Cherokee,OK,Services Offered,,OK018,Jarrid Hermann,Cherokee,OK,73728,P.O. Box 225,Cherokee Sales Co. LLC dba Cherokee Sales Co.,60902 Harmon Road,Cherokee,OK,580-596-3361,36.7545,-98.3567
Checotah Livestock Market,Checotah,OK,Services Offered,,OK137,Mollie Devereaux,Checotah,OK,74426,421197 E. 1040 Road,Checotah Livestock Market,421197 E. 1040 Road,Checotah,OK,,35.4701,-95.523
Chautauqua County Stockyards,Sherman,NY,Services Offered,,NY1021,Keagan sherlock,Scio,NY,14880,4105 Irons rd,Chautauqua County Stockyards,4147 Sherman-Mayville rd.,Sherman,NY,(585)610-8381,42.1592,-79.5953
Charles Mix County Livestock Market,Platte,SD,Services Offered,,SD116,Marshall Ringling,Platte,SD,57369,2701 West 7th Street,Charles Mix County Livestock Market,2701 West 7th Street,Platte,SD,605-337-2655,43.3869,-98.8445
Chahalis Livestock Market,Chehalis,WA,Services Offered,,WA002,Brenda Balmelli,Chehalis,WA,98532,328 Hamilton Rd N,Chahalis Livestock Market,328 Hamilton Rd N,Chehalis,WA,360-748-3191,46.66,-122.9634
"Central Washington Livestock, Inc.",Moses Lake,WA,Services Offered,,WA1001,Cassandra Skone,Moses Lake,WA,98837,PO Box 710,"Central Washington Livestock, Inc.",14372 North Frontage Road East,Moses Lake,WA,(509)765-2131,47.1301,-119.2781
"Central Plains Stockyards, LLC",Humeston,IA,Services Offered,,IA1022,Russele & Lacey Sleep,Humeston,IA,50123,1026 North Front Street,"Central Plains Stockyards, LLC",1026 North Front Street,Humeston,IA,(641)877-6092,40.8589,-93.4974
Central Ozarks Stockyards,Squires,MO,Services Offered,,MO1031,Andy Mills,Thayer,MO,65791,PO Box 18,Central Ozarks Stockyards,South State Hwy 5,Squires,MO,(417)683-3991,36.8514,-92.6249
"Central Oregon Livestock Auction, Inc.",Madras,OR,Services Offered,541-325-3662,OR007,Trent Stewart,Madras,OR,97741,P.O. Box 29,"Central Oregon Livestock Auction, Inc.",3457 S. Hwy 97,Madras,OR,541-475-3851,44.6335,-121.1295
"Central Livestock, LLC",South Hutchinson,KS,Services Offered,,KS1003,Clint Turpin,South Hutchinson,KS,67505,811 N Main Street,"Central Livestock, LLC",811 N Main Street,South Hutchinson,KS,(620)662-3371,38.0281,-97.9403
Central Livestock-Zumbrota,Zumbrota,MN,Services Offered,,MN1002,Jeremy schafer,Zumbrota,MN,55992,44326 Co 6th Blvd,Central Livestock-Zumbrota,44326 Co 6th Blvd,Zumbrota,MN,(877)732-7305,44.294,-92.6689
